Title,Rating,Price,Link,Specifications
MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-093IN Thin and Ligh...,,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
Title,Rating,Price,Link,Specifications
ASUS VivoBook Ultra S14 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM5...,4.5,"Rs. 65,000",https://rukminim1.flixcart.com/image/312/312/kq18n0w0/computer/i/d/u/na-thin-and-light-laptop-asus-original-imag44tmjqbsqchg.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Microsoft Office Home and Student 2019, Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)"
,,,,1 Year Onsite Warranty
,,
ASUS Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) p2451fa-bv1004t Business Laptop,,"Rs. 50,500",https://rukminim1.flixcart.com/image/312/312/km57hjk0/computer/k/v/q/expert-book-business-laptop-asus-original-imagf3x8zhqq2xjh.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,1 year
,,
HP Omen Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,4.5,"Rs. 87,900",https://rukminim1.flixcart.com/image/312/312/kctf0cw0/computer/y/n/n/hp-na-gaming-laptop-original-imaftv6nyfyymt8z.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,4.5,"Rs. 49,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Nahimic 3, Creator Center"
,,,,1 Year Carry In Warranty
,,
ASUS Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X509FA-BR301T Thin and Light Laptop,,"Rs. 37,490",https://rukminim1.flixcart.com/image/312/312/ksj9dow0/computer/6/i/c/vivobook-x509fa-br301t-i3-10110u-4g-1t-transperant-silver-15-6-original-imag62wdpgwgbffn.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,4 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
ASUS VivoBook Ultra S13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) S333EA-EG501TS Thin and L...,4.5,"Rs. 69,999",https://rukminim1.flixcart.com/image/312/312/kmds4nk0/computer/t/0/9/na-thin-and-light-laptop-asus-original-imagfabezamstqhz.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB LPDDR4X RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,"Tru2Life, Splendid, My Asus, Microsoft Office Home and Student 2019"
,,,,1 Year Onsite Warranty
,,
ASUS Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen™ 9 5900HS 5th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB...,,"Rs. 1,27,900",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/w/h/w/ga401qe-hz132ts-gaming-laptop-asus-original-imag5k4wbgyenwjs.jpeg?q=70,AMD Ryzen 9 Octa Core Processor (5th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Windows 10 Home, Ms-Office Home & Student 2019, Mcafee AntiVIrus - 1 Year"
,,,,1 Year Onsite Warranty
,,
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,4.2,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Intel Core i5 Processor (9th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
HP 15q Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 15q-ds0015tu Laptop,4.2,"Rs. 32,955",https://rukminim1.flixcart.com/image/312/312/jt4olu80/computer/w/4/y/hp-na-laptop-original-imafeky9abgpgrwq.jpeg?q=70,Intel Core i3 Processor (7th Gen)
,,,,4 GB DDR4 RAM
,,,,64 bit DOS Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R0HB Thin and Light ...,4.6,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/g/x/2/na-thin-and-light-laptop-acer-original-imagfxw2xh5ymuex.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Acer Care Center, Acer Configuration Manager, Norton Internet Security (Trial), Quick Access, Acer Product Registration"
,,,,One-year International Travelers Warranty (ITW)
,,
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) Inspiron 5301 Thin and Light Laptop,4.5,"Rs. 74,000",https://rukminim1.flixcart.com/image/312/312/kppt47k0/computer/w/i/f/na-thin-and-light-laptop-dell-original-imag3wyz2cwngyzk.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB LPDDR4X RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,1 Year Onsite Warranty
,,
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,4.7,"Rs. 97,990",https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i7 processor
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
ASUS Pro P5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,,"Rs. 61,890",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/f/x/f/asus-original-imafvq243ppg4hax.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,35.56 cm (14 inch) Display
,,,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
,,
HP Pavilion x360 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dh1178TU 2 in 1 Laptop,4.4,"Rs. 61,900",https://rukminim1.flixcart.com/image/312/312/k6fd47k0pkrrdj/computer-refurbished/2/e/2/windows-10-home-10th-gen-8ga79pa-acj-a-8-gb-core-i5-na-14-original-imafk64ya8dccvt8.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,"Microsoft Office Home and Student 2019, HP Audio Switch, HP ePrint, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart, Built-in Alexa"
,,,,1 Year Onsite Warranty
,,
HP Pavilion 14-ce Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ce3024TX Thin ...,4.6,"Rs. 99,000",https://rukminim1.flixcart.com/image/312/312/k3orqfk0/computer/4/g/q/hp-na-original-imafmratjt82ushj.jpeg?q=70,Intel Core i7 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Built-in Alexa, HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP CoolSense, HP Support Assistant, HP Documentation, HP JumpStart, Microsoft Office Home and Student 2019"
,,,,1 Year Onsite Warranty
,,
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,4,"Rs. 1,34,990",https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3"
,,,,2 Year Warranty Term for Gaming & Content Creation (EU-WE)
,,
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin a...,,"Rs. 62,900",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/3/k/m/asus-original-imafvq36ufg5v9mx.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,DOS Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
,,
HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,4.5,"Rs. 1,15,900",https://rukminim1.flixcart.com/image/312/312/k41mp3k0/computer/j/s/w/hp-na-original-imafnf6zfguz55vk.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,33.78 cm (13.3 inch) Touchscreen Display
,,,,"HP Audio Switch, HP ePrint, HP Support Assistant, HP JumpStart, HP Connection Optimizer, HP PC Hardware Diagnostics, HP Command Centre, Microsoft Office Home and Student 2019"
,,,,1 Year Onsite Warranty
,,
ASUS VivoBook S S14 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM501TS...,4.4,"Rs. 64,000",https://rukminim1.flixcart.com/image/312/312/khxqt8w0/computer/h/b/f/asus-original-imafxuh3fu8husgu.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Microsoft Office Home and Student 2019, My Asus, Splendid, Tru2Life"
,,,,1 Year Onsite Warranty
,,
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,4.4,"Rs. 68,500",https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i5 processor
,,,,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
HP Omen X 2S Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080) ...,,"Rs. 2,91,000",https://rukminim1.flixcart.com/image/312/312/jy3anbk0/computer/y/x/z/hp-na-gaming-laptop-original-imafgeyrwj6uhk6p.jpeg?q=70,Intel Core i7 Processor (9th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"HP Audio Switch, HP Support Assistant, HP Connection Optimizer, Omen Command Center"
,,,,1 Year Onsite Warranty
,,
HP 15s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15s-dr2007tx Laptop,4.2,"Rs. 76,000",https://rukminim1.flixcart.com/image/312/312/kazor680/computer/t/e/m/hp-original-imafsfqnhzaahruq.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Microsoft Office Home and Student 2019, Built in Alexa Support"
,,,,1 Year Onsite Warranty
,,
ASUS TUF Gaming F15 (2021) Core i5 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,,"Rs. 1,03,980",https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/a/n/0/fx506he-hn127t-gaming-laptop-asus-original-imag56qvzzykbukh.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 Inch) Display
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-093IN Thin and Ligh...,4.4,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
Title,Rating,Price,Link,Specifications
HP Chromebook x360 Core i3 8th Gen - (8 GB/64 GB EMMC Storage/Chrome OS) 14-da0003TU 2 in 1 Laptop,4.3,"Rs. 51,297",https://rukminim1.flixcart.com/image/312/312/k6fd47k0pkrrdj/computer-refurbished/g/f/y/chrome-8th-gen-7by61pa-acj-a-8-gb-core-i5-na-14-da0004tu-hp-original-imafj5dmytf23sve.jpeg?q=70,64 GB eMMC + 100 GB Cloud Storage
,,,,"Access Favorite Apps from Google Play (Like Google Drive, Gmail, YouTube, Whatsapp, MS Office)"
,,,,Inbuilt Google Assistant
,,,,Intel Core i3 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,Chrome Operating System
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,"HP Audio Switch, Google Chrome, Google Play Store, Google Map, YouTube, Google Photo, Google Docs, Google Spreadsheet, Google Play Music"
,,,,1 Year Onsite Warranty
,,
ASUS Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) K513EA-EJ502TS Laptop,,"Rs. 64,000",https://rukminim1.flixcart.com/image/312/312/kmccosw0/computer/0/y/y/vivobook-laptop-asus-original-imagf9cfjeexhsqk.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 year
,,
ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) K513EA-EJ302TS Laptop,,"Rs. 68,000",https://rukminim1.flixcart.com/image/312/312/kmkxbww0/computer/p/m/3/vivobook-laptop-asus-original-imagfg3hjk6mkdgn.jpeg?q=70,Intel Core i3 Processor (11th Gen)
,,,,4 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 year
,,
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,4.5,"Rs. 49,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Nahimic 3, Creator Center"
,,,,1 Year Carry In Warranty
,,
HP Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-dr0002TU Laptop,,"Rs. 63,500",https://rukminim1.flixcart.com/image/312/312/klwmufk0/computer/u/9/f/laptop-laptop-hp-original-imagyxg8ygz4ntcc.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 YEAR
,,
HP 14q Core i3 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14q-cs0023TU Thin and Light Laptop,4.3,"Rs. 35,811",https://rukminim1.flixcart.com/image/312/312/k0h12fk0/computer/j/y/r/hp-na-thin-and-light-laptop-original-imafk9p4wpuxk3hy.jpeg?q=70,Intel Core i3 Processor (7th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"HP JumpStart, HP Support Assistant, HP Connection Optimizer"
,,,,1 Year Onsite Warranty
,,
HP Pavilion x360 Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14-dh0101TU 2 in 1 Laptop,4.4,"Rs. 54,238",https://rukminim1.flixcart.com/image/312/312/k6fd47k0pkrrdj/computer-refurbished/u/v/z/windows-10-home-8th-gen-6zf27pa-acj-a-4-gb-core-i3-na-14-original-imafh43uz4swzfvn.jpeg?q=70,Intel Core i3 Processor (8th Gen)
,,,,4 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,"HP Audio Switch, HP Support Assistant, Microsoft Office Home and Student 2019"
,,,,1 Year Onsite Warranty
,,
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,4.2,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Intel Core i5 Processor (9th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
HP 15s Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du0093TU Thin and Light Laptop,4.2,"Rs. 43,781",https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/computer/h/h/q/hp-na-laptop-original-imafjeb992jyzqgb.jpeg?q=70,"Li-ion Battery, Miracast Certified"
,,,,Intel Core i3 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,"HP Audio Switch, HP Support Assistant, HP Connection Optimizer, Microsoft Office Home and Student 2019"
,,,,1 Year Onsite Warranty
,,
Lenovo E41 APU Dual Core A4 A4-5350B - (4 GB/1 TB HDD/DOS) E41-45 Notebook,3.5,"Rs. 25,990",https://rukminim1.flixcart.com/image/312/312/kpzt7680/computer/q/t/s/na-notebook-lenovo-original-imag4449atwthphq.jpeg?q=70,AMD APU Dual Core A4 Processor
,,,,4 GB DDR4 RAM
,,,,64 bit DOS Operating System
,,,,1 TB HDD
,,,,35.56 cm (14 Inch) Display
,,,,1 Year Onsite Warranty
,,
HP 14q Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14q-cs0017tu Thin and Light Laptop,4.2,"Rs. 44,097",https://rukminim1.flixcart.com/image/312/312/k2tc1ow0pkrrdj/computer/x/f/z/hp-na-laptop-original-imafh42uzzw4qhf2.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,35.56 cm (14 inch) Display
,,,,"HP Audio Switch, HP Support Assistant, Microsoft Office Home and Student 2019"
,,,,1 Year Onsite Warranty
,,
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,4.7,"Rs. 97,990",https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i7 processor
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
HP Chromebook x360 Core i5 8th Gen - (8 GB/64 GB EMMC Storage/Chrome OS) 14-da0004TU 2 in 1 Laptop,4.5,"Rs. 61,745",https://rukminim1.flixcart.com/image/312/312/k6fd47k0pkrrdj/computer-refurbished/g/f/y/chrome-8th-gen-7by61pa-acj-a-8-gb-core-i5-na-14-da0004tu-hp-original-imafj5dmytf23sve.jpeg?q=70,64 GB eMMC + 100 GB Cloud Storage
,,,,"Access Favorite Apps from Google Play (Like Google Drive, Gmail, YouTube, Whatsapp, MS Office)"
,,,,Inbuilt Google Assistant
,,,,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,Chrome Operating System
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,"HP Audio Switch, Google Chrome, Google Play Store, Google Map, YouTube, Google Photo, Google Docs, Google Spreadsheet, Google Play Music"
,,,,1 Year Onsite Warranty
,,
HP Ryzen 5 Quad Core 3rd Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-dk0093AU Laptop,,"Rs. 60,900",https://rukminim1.flixcart.com/image/312/312/kmax8y80/computer/0/a/d/14s-laptop-hp-original-imagf89w4zkpwx3t.jpeg?q=70,AMD Ryzen 5 Quad Core Processor (3rd Gen)
,,,,8 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,1 YEAR
,,
HP DA Core i3 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) DA0070TX Laptop,4.5,"Rs. 49,279",https://rukminim1.flixcart.com/image/312/312/jn7rzww0/computer/z/z/q/hp-hp-15-da0070tx-laptop-original-imaf9xf2vwvqpfgc.jpeg?q=70,Intel Core i3 Processor (7th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,One Year Onsite
,,
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,4,"Rs. 1,34,990",https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3"
,,,,2 Year Warranty Term for Gaming & Content Creation (EU-WE)
,,
HP 14S Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) cs1000tu Laptop,4.3,"Rs. 61,373",https://rukminim1.flixcart.com/image/312/312/jv5k2a80/computer/y/y/k/hp-14s-cs1000tu-laptop-original-imafg28pjgtmbdzc.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,35.56 cm (14 inch) Display
,,,,MS OFFICE Home & Student 2019
,,,,1 Year Warranty
,,
ASUS ROG Strix G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce G...,4.6,"Rs. 1,14,880",https://rukminim1.flixcart.com/image/312/312/kfmv9u80/computer/h/9/v/asus-na-gaming-laptop-original-imafwfxawa2fjdux.jpeg?q=70,Intel Core i7 Processor (10th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
HP Pavilion 13 Core i5 8th Gen - (8 GB/128 GB SSD/Windows 10 Home) 13-an0045tu Thin and Light Laptop,4.3,"Rs. 76,012",https://rukminim1.flixcart.com/image/312/312/jpzstjk0/computer/a/r/q/hp-na-thin-and-light-laptop-original-imafcfu9fpgesfgm.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,128 GB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,"HP Audio Switch, HP Support Assistant"
,,,,1 Year Onsite Warranty
,,
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,4.4,"Rs. 68,500",https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i5 processor
